"q_demos_state","year","month","order_totals","log_total","count","count_female","count_male","count_less5","count_5to10","count_over10","count_hh1","count_hh2","count_hh3","count_hh4","count_howmany1","count_howmany2","count_howmany3","count_howmany4","count_1824","count_2534","count_3544","count_4554","count_5564","count_65up","count_und25k","count_2549k","count_5074k","count_7599k","count_100149k","count_150kup","count_lessHS","count_HS","count_B","count_G"
"Michigan",2018,6,5807.63,3.763998939979075,117,59,56,42,39,36,18,38,27,34,60,45,4,8,9,21,38,33,14,2,8,21,14,33,16,25,1,52,43,21
"Michigan",2018,7,8813.4,3.9451434812137536,154,74,80,58,52,44,24,61,22,47,81,63,3,7,12,56,27,37,22,0,13,22,20,37,33,29,0,61,66,27
"Michigan",2018,8,9469.69,3.97633576216135,149,76,70,57,58,34,22,53,27,47,76,56,5,12,16,44,32,38,19,0,9,27,24,28,35,26,1,62,62,24
"Michigan",2018,9,5473.88,3.738295272447677,128,74,52,27,60,41,19,50,25,34,62,48,3,15,13,34,24,37,19,1,6,24,10,25,26,37,0,51,47,30
"Michigan",2018,10,7447.57,3.872014593856986,126,52,73,43,55,28,14,47,19,46,61,56,2,7,13,35,33,30,15,0,11,20,9,39,15,32,2,61,39,24
"Michigan",2018,11,8677.22,3.938380608581782,169,96,69,63,66,40,28,54,35,52,90,62,3,14,19,45,37,46,22,0,16,33,18,33,33,36,4,67,63,35
"Michigan",2018,12,8995.76,3.954037860273372,187,99,84,58,65,64,27,56,41,63,101,64,5,17,22,53,41,43,27,1,22,26,16,57,28,38,4,75,81,27
"Michigan",2019,1,7042.37,3.8477188387882695,165,92,70,51,60,54,32,52,35,46,90,54,5,16,29,46,16,46,28,0,17,32,18,37,23,38,1,81,59,24
"Michigan",2019,2,5673.46,3.7538479972721994,142,80,59,48,57,37,30,51,20,41,63,66,2,11,17,56,18,33,18,0,9,27,18,47,21,20,2,67,57,16
"Michigan",2019,3,8037.26,3.9051080176919233,168,86,81,43,75,50,21,63,33,51,79,72,5,12,15,54,40,37,22,0,10,31,20,40,27,40,3,76,67,22
"Michigan",2019,4,9148.17,3.96133422648302,162,93,68,46,55,61,33,58,34,37,73,76,6,7,13,56,23,49,21,0,8,36,20,49,26,23,2,79,58,23
"Michigan",2019,5,7527.39,3.8766444177560935,178,103,73,47,65,66,18,68,37,55,94,71,5,8,15,53,39,43,28,0,9,33,30,43,29,34,1,90,58,29
"Michigan",2019,6,11001.92,4.041468482671112,165,78,86,54,44,67,25,60,45,35,89,60,8,8,18,48,25,46,27,1,5,43,36,30,19,32,0,83,60,22
"Michigan",2019,7,10152.44,4.006570431528643,191,101,87,58,76,57,30,64,43,54,97,71,11,12,27,52,36,50,26,0,12,27,41,46,29,36,0,93,74,24
"Michigan",2019,8,7306.85,3.8637301919434184,168,100,67,64,50,54,21,58,36,53,88,57,13,10,28,43,31,41,24,1,10,18,46,40,24,30,1,72,66,29
"Michigan",2019,9,6760.71,3.829992307315955,137,71,64,53,40,44,14,62,33,28,70,45,11,11,22,37,22,32,24,0,11,10,30,31,27,28,1,51,65,20
"Michigan",2019,10,8859.9,3.9474288201158,193,105,83,72,60,61,34,71,43,45,110,62,9,12,22,59,45,42,25,0,18,40,40,33,25,37,3,92,68,30
"Michigan",2019,11,8129.28,3.910052082386943,179,97,79,64,57,58,21,54,61,43,103,54,9,13,28,44,48,38,21,0,15,29,41,37,28,29,3,76,83,17
"Michigan",2019,12,12654.03,4.102228859743725,258,136,118,100,88,70,39,80,58,81,146,78,14,20,44,59,52,63,39,1,30,42,42,53,49,42,1,126,97,34
"Michigan",2020,1,10425.66,4.018103557677941,211,107,100,81,68,62,31,61,65,54,103,78,9,21,30,48,47,49,37,0,21,33,32,62,31,32,2,104,78,27
"Michigan",2020,2,11306.01,4.053309365251368,213,94,113,86,67,60,41,64,52,56,117,71,14,11,25,51,48,57,32,0,22,37,26,59,24,45,1,99,71,42
"Michigan",2020,3,11381.39,4.056195305333703,224,106,113,94,62,68,37,70,51,66,115,77,15,17,32,50,47,55,40,0,20,40,42,41,27,54,0,111,75,38
"Michigan",2020,4,11480.17,4.0599483192044,246,128,112,113,65,68,40,81,53,72,121,94,19,12,44,58,55,57,32,0,32,39,58,53,31,33,3,103,107,33
"Michigan",2020,5,19157.07,4.282329086154964,310,153,155,128,107,75,50,99,73,88,154,110,26,20,51,77,76,68,38,0,46,62,53,66,30,53,1,150,117,42
"Michigan",2020,6,15093.789999999999,4.178798303355416,264,136,121,111,84,69,36,74,85,69,126,101,19,18,42,64,60,65,31,2,27,57,45,54,33,48,6,102,130,26
"Michigan",2020,7,16989.97,4.2301926120152515,305,164,137,116,119,70,38,75,100,92,146,106,32,21,45,62,87,84,26,1,33,58,51,72,32,59,5,143,109,48
"Michigan",2020,8,15169.73,4.180977851020505,283,158,124,110,95,78,35,75,90,83,154,85,20,24,49,58,63,84,28,1,32,54,53,60,31,53,2,140,104,37
"Michigan",2020,9,13614.31,4.133995635335466,255,155,99,85,88,82,41,66,74,74,126,77,26,26,49,50,54,63,37,2,25,50,41,54,32,53,0,112,102,41
"Michigan",2020,10,15440.57,4.188663328595924,303,171,128,109,111,83,40,80,74,109,164,82,37,20,49,68,82,68,36,0,31,73,47,57,47,48,0,138,114,51
"Michigan",2020,11,15941.16,4.202519920778354,297,178,117,117,102,78,41,80,91,85,152,81,32,32,55,55,64,83,40,0,39,61,46,49,48,54,4,143,112,38
"Michigan",2020,12,16904.5,4.228002329762995,340,191,143,135,124,81,46,92,88,114,191,90,36,23,56,54,72,102,52,4,36,91,46,58,54,55,4,157,136,43
"Michigan",2021,1,15001.2,4.176126001224565,326,185,138,130,114,82,41,92,91,102,175,93,33,25,51,63,80,63,67,2,39,90,35,65,47,50,4,146,131,45
"Michigan",2021,2,12700.33,4.103815005626592,241,131,107,109,78,54,32,58,79,72,135,68,23,15,35,50,61,70,21,4,26,71,33,50,23,38,1,101,90,49
"Michigan",2021,3,19646.36,4.293282097797948,323,168,150,119,110,94,35,87,75,126,157,114,31,21,47,90,81,71,32,2,34,75,43,80,38,53,4,148,125,46
"Michigan",2021,4,16118.91,4.2073356704101075,328,192,135,115,121,92,42,85,86,115,168,106,34,20,53,67,88,73,45,2,33,84,47,66,39,59,2,148,120,58
"Michigan",2021,5,15900.35,4.201406684156659,310,173,132,117,109,84,38,92,85,95,138,122,28,22,47,81,79,71,31,1,23,82,45,79,34,47,0,137,129,44
"Michigan",2021,6,17727.48,4.248647004079318,298,181,114,105,104,89,32,85,76,105,139,99,36,24,55,75,74,59,32,3,21,62,61,70,34,50,2,136,114,46
"Michigan",2021,7,15611.32,4.19343962596308,303,183,116,102,92,109,35,91,87,90,167,82,32,22,43,84,56,69,48,3,23,58,60,70,42,50,2,139,114,48
"Michigan",2021,8,16799.6,4.225298941257955,333,226,104,95,130,108,39,91,102,101,170,109,26,28,54,78,69,80,52,0,14,82,55,66,50,66,2,141,128,62
"Michigan",2021,9,14766.08,4.169265217023222,325,197,124,103,112,110,49,81,76,119,165,107,27,26,45,69,68,84,58,1,25,77,46,66,46,65,3,156,123,43
"Michigan",2021,10,14150.9,4.150784061952458,341,216,121,88,111,142,44,103,100,94,182,109,31,19,46,99,72,75,48,1,28,76,70,66,52,49,3,143,150,45
"Michigan",2021,11,18725.72,4.27243852522413,354,246,104,119,121,114,62,98,95,99,198,111,23,22,46,94,69,86,58,1,34,94,57,60,50,59,6,141,161,46
"Michigan",2021,12,18750.65,4.273016327344821,361,240,117,125,118,118,56,97,88,120,183,132,21,25,54,104,80,78,44,1,32,61,77,63,58,70,1,150,152,58
"Michigan",2022,1,13614.039999999999,4.133987022289864,259,160,97,86,84,89,38,80,71,70,150,70,19,20,41,81,43,49,44,1,29,43,52,44,45,46,0,115,112,32
"Michigan",2022,2,11870.93,4.074484744063833,258,167,90,88,86,84,38,69,78,73,145,83,16,14,33,75,42,64,42,2,16,53,53,35,42,59,1,104,116,37
"Michigan",2022,3,15173.82,4.181094927924279,314,197,114,108,111,95,51,92,79,92,173,98,23,20,39,98,62,70,45,0,34,55,63,40,60,62,2,129,127,56
"Michigan",2022,4,16935.67,4.228802382648618,317,211,102,108,83,126,36,86,82,113,167,102,27,21,47,95,64,57,54,0,26,50,62,70,61,48,0,126,149,42
"Michigan",2022,5,14371.94,4.157515395443041,363,249,112,116,126,121,42,117,99,105,195,123,26,19,37,97,71,91,67,0,16,97,64,62,64,60,1,160,155,47
"Michigan",2022,6,16517.72,4.217950099899895,315,224,91,103,97,115,42,89,91,93,172,105,23,15,43,85,61,73,51,2,22,60,71,54,56,52,1,124,146,44
"Michigan",2022,7,17522.46,4.243595077256004,347,229,115,115,107,125,37,101,94,115,180,125,21,21,46,91,67,92,51,0,19,62,69,76,67,54,3,148,151,45
"Michigan",2022,8,15998.81,4.204087680802593,337,222,111,116,96,125,40,99,97,101,212,86,24,15,58,92,53,87,45,2,25,79,75,44,56,58,1,152,140,44
"Michigan",2022,9,12558.03,4.098921516213881,336,239,95,93,119,124,41,90,117,88,182,102,25,27,62,101,65,64,42,2,16,76,77,56,52,59,1,138,155,42
"Michigan",2022,10,20027.28,4.301621969702721,363,266,95,120,127,116,59,86,94,124,201,117,27,18,59,103,80,69,51,1,25,93,77,65,52,51,3,151,165,44
"Michigan",2022,11,20381.89,4.309244453395271,365,240,124,138,119,108,44,106,92,123,215,102,31,17,52,92,68,95,57,1,31,73,68,55,77,61,4,151,158,52
"Michigan",2022,12,18683.49,4.27145800391607,339,248,89,118,140,81,49,96,88,106,175,107,27,30,58,79,56,95,51,0,30,70,73,30,79,57,2,151,134,52
"Minnesota",2018,1,2295.39,3.360856485279923,62,44,18,26,23,13,11,15,11,25,42,12,0,8,2,25,22,6,7,0,0,10,7,23,17,5,0,15,23,24
"Minnesota",2018,2,2037.29,3.309052853465268,39,17,22,16,15,8,5,11,9,14,26,8,0,5,2,8,19,7,3,0,0,1,6,13,13,6,0,6,19,14
"Minnesota",2018,3,2850.07,3.4548555267595273,64,48,16,24,30,10,8,19,10,27,37,20,0,7,2,28,21,11,2,0,4,6,4,23,21,6,0,19,23,22
"Minnesota",2018,4,3588.59,3.554923842588185,52,33,19,24,16,12,3,16,14,19,32,14,0,6,2,16,14,15,5,0,1,6,4,18,17,6,0,14,21,17
"Minnesota",2018,5,2210.99,3.344586778329668,62,38,24,20,21,21,9,17,18,18,45,8,0,9,2,18,22,9,11,0,1,13,4,15,23,6,0,11,24,27
"Minnesota",2018,6,2846.79,3.4543554315990193,60,38,22,22,26,12,7,15,14,24,37,16,0,7,5,18,21,10,6,0,1,11,6,22,15,5,0,15,26,19
"Minnesota",2018,7,3175.05,3.501750568857322,58,39,19,18,27,13,4,20,11,23,27,18,0,13,3,25,19,9,2,0,0,6,8,19,18,7,0,13,17,28
"Minnesota",2018,8,3065.55,3.4865084039886183,65,35,30,28,23,14,6,16,15,28,38,14,0,13,7,20,20,11,7,0,0,8,12,19,18,8,0,11,25,29
"Minnesota",2018,9,2909.84,3.463869109595023,56,37,19,20,28,8,5,16,12,23,27,14,0,15,2,27,17,5,5,0,1,5,7,28,11,4,0,13,21,22
"Minnesota",2018,10,3726.7599999999998,3.571331425479419,73,49,24,18,34,21,10,22,12,29,38,17,0,18,3,31,20,11,8,0,0,12,7,30,17,7,0,15,23,35
"Minnesota",2018,11,4135.2699999999995,3.616503870764497,75,45,30,32,21,22,8,15,27,25,56,12,0,7,4,16,25,11,19,0,1,23,13,13,18,7,0,10,40,25
"Minnesota",2018,12,5079.75,3.7058423389980613,107,62,45,46,41,20,14,22,32,39,65,31,0,11,7,32,33,19,16,0,1,25,18,23,25,15,0,26,37,44
"Minnesota",2019,1,2880.05,3.459400027528537,67,47,20,32,20,15,6,18,17,26,41,14,0,12,6,25,16,12,8,0,1,13,12,16,17,8,0,6,31,30
"Minnesota",2019,2,2552.04,3.4068874771193185,51,32,19,22,21,8,5,13,12,21,27,15,0,9,5,20,14,8,4,0,1,8,10,15,9,8,0,6,24,21
"Minnesota",2019,3,3062.23,3.486037806865027,69,48,21,26,30,13,7,16,16,30,38,18,0,13,4,26,17,14,8,0,0,13,10,29,12,5,0,18,24,27
"Minnesota",2019,4,4814.98,3.6825944875337253,60,41,19,16,22,22,15,21,13,11,33,15,0,12,0,27,20,6,7,0,2,9,6,25,14,4,0,13,26,21
"Minnesota",2019,5,2246.41,3.351489023736371,59,44,15,18,21,20,7,17,22,13,36,13,0,10,1,21,17,6,14,0,1,18,8,16,11,5,0,11,26,22
"Minnesota",2019,6,2663.71,3.425486941123119,76,53,23,23,28,25,7,24,23,22,47,18,0,11,2,26,25,7,16,0,1,20,8,21,18,8,0,20,28,28
"Minnesota",2019,7,3051.59,3.4845261830512486,83,57,26,28,31,24,7,26,26,24,45,27,0,11,3,27,18,12,23,0,0,19,16,27,8,13,0,15,42,26
"Minnesota",2019,8,1981.39,3.296969966794324,57,43,14,18,24,15,2,23,13,19,30,17,0,10,1,24,17,6,9,0,0,10,7,18,16,6,0,19,16,22
"Minnesota",2019,9,4135.7,3.6165490278929564,74,55,19,24,29,21,4,23,23,24,40,20,0,14,5,30,12,9,18,0,1,20,6,28,11,8,0,19,31,24
"Minnesota",2019,10,2650.91,3.423394983422694,72,46,26,15,31,26,11,17,19,25,36,20,0,16,1,26,17,10,18,0,0,20,5,28,9,10,0,12,28,32
"Minnesota",2019,11,4714.59,3.6734439306937503,81,59,22,28,38,15,14,30,17,20,41,25,0,15,3,35,30,5,8,0,3,15,15,24,13,11,0,12,28,41
"Minnesota",2019,12,5252.54,3.7203693684008137,90,53,37,38,42,10,11,37,18,24,41,32,0,17,3,43,26,10,8,0,3,12,14,32,13,16,0,21,27,42
"Minnesota",2020,1,2939.88,3.468329603745002,65,49,16,22,30,13,8,22,12,23,35,15,0,15,2,31,17,7,8,0,4,10,7,22,17,5,0,14,20,31
"Minnesota",2020,2,3279.2400000000002,3.5157732028423943,70,44,26,27,29,14,12,22,12,24,37,23,0,10,0,26,22,18,4,0,6,11,6,19,15,13,0,18,23,29
"Minnesota",2020,3,2348.74,3.370834944059486,68,45,23,35,18,15,16,18,18,16,41,18,0,9,2,28,18,12,8,0,5,10,12,20,11,10,0,6,35,27
"Minnesota",2020,4,3864.99,3.58714837459317,79,46,33,37,16,26,22,20,22,15,53,14,0,12,1,34,23,11,10,0,4,19,7,23,16,10,0,4,43,32
"Minnesota",2020,5,5124.65,3.7096642095796453,92,55,37,30,32,30,22,23,24,23,51,23,0,18,4,33,32,9,14,0,5,16,13,31,16,11,0,9,49,34
"Minnesota",2020,6,5254.47,3.7205289168088767,83,45,38,37,25,21,13,22,16,32,51,19,0,13,9,24,28,15,7,0,4,13,11,20,21,14,0,13,39,31
"Minnesota",2020,7,5893.35,3.7703622341640317,98,57,41,41,33,24,13,26,24,35,57,28,0,13,9,26,35,17,11,0,4,20,14,21,21,18,0,14,44,40
"Minnesota",2020,8,3254.71,3.512512298277312,85,52,33,35,23,27,10,23,17,35,53,20,0,12,10,25,22,15,13,0,2,25,10,23,13,12,0,20,42,23
"Minnesota",2020,9,5011.13,3.699935669465748,111,74,37,45,34,32,25,20,27,39,79,22,0,10,7,41,27,19,17,0,5,39,7,27,19,14,0,22,50,39
"Minnesota",2020,10,9106.03,3.959329076766482,112,85,27,30,45,37,16,35,28,33,69,26,0,17,1,50,33,11,17,0,2,37,11,30,23,9,0,30,39,43
"Minnesota",2020,11,5463.22,3.7374486895979127,102,74,28,29,40,33,19,21,29,33,61,29,0,12,3,34,33,18,14,0,6,31,11,22,19,13,0,20,45,37
"Minnesota",2020,12,8452.66,3.9269934002552502,147,99,48,48,56,43,27,38,34,48,97,34,0,16,4,53,40,23,27,0,5,47,15,38,24,18,0,33,61,53
"Minnesota",2021,1,7130.14,3.85309805728953,139,94,45,44,55,40,30,36,31,42,86,34,0,19,3,55,48,13,20,0,5,35,19,37,26,17,0,25,70,44
"Minnesota",2021,2,4224.69,3.6257948467226893,105,78,27,32,41,32,18,23,28,36,72,20,0,13,2,38,38,11,16,0,6,28,11,19,31,10,0,19,55,31
"Minnesota",2021,3,6139.64,3.7881429068745396,106,77,29,33,42,31,20,28,23,35,71,19,0,16,2,50,30,10,14,0,4,35,7,22,26,12,0,20,47,39
"Minnesota",2021,4,4390.6,3.64252387306301,106,81,25,32,43,31,18,29,22,37,75,14,0,17,4,43,37,11,11,0,8,37,10,19,26,6,0,28,40,38
"Minnesota",2021,5,4637.41,3.6662754941847946,120,87,33,43,35,42,21,31,29,39,82,21,0,17,6,38,35,20,21,0,8,30,16,30,25,11,0,23,57,40
"Minnesota",2021,6,7729.03,3.888124993002291,114,79,35,40,35,39,21,33,32,28,73,21,0,20,5,40,34,14,21,0,7,31,18,20,24,14,0,17,55,42
"Minnesota",2021,7,4679.54,3.6702031639116575,102,81,21,32,35,35,16,25,25,36,61,21,0,20,1,39,30,14,18,0,1,30,12,21,26,12,0,11,41,50
"Minnesota",2021,8,3543.75,3.549463076236982,96,71,25,27,33,36,18,24,21,33,57,15,0,24,3,42,30,8,13,0,3,23,8,23,30,9,0,11,43,42
"Minnesota",2021,9,3986.75,3.600619002899764,103,73,30,35,37,31,16,21,27,39,64,19,0,20,6,41,33,7,16,0,3,25,17,18,28,12,0,14,48,41
"Minnesota",2021,10,3790.81,3.5787320176051667,97,67,30,26,35,36,16,20,34,27,60,23,0,14,3,27,42,7,18,0,0,23,20,26,21,7,0,10,53,34
"Minnesota",2021,11,4150.51,3.6181014645620317,94,72,22,23,38,33,14,23,24,33,56,18,0,20,5,33,36,4,16,0,3,19,15,22,28,7,0,10,40,44
"Minnesota",2021,12,7392.58,3.8687960330115554,132,82,50,53,45,34,22,32,34,44,92,22,0,18,6,49,40,14,23,0,3,34,17,30,29,19,0,16,65,51
"Minnesota",2022,1,4011.9,3.6033500993260863,99,68,31,35,36,28,21,27,19,32,70,18,0,11,3,37,42,8,9,0,2,21,11,27,27,11,0,10,51,38
"Minnesota",2022,2,3209.78,3.5064752666540033,88,55,33,28,29,31,16,24,14,34,58,13,0,17,7,31,34,7,9,0,2,15,10,25,26,10,0,9,40,39
"Minnesota",2022,3,5271.5,3.7219342108540117,105,81,24,32,44,29,20,22,23,40,74,13,0,18,6,48,35,5,11,0,3,32,13,19,31,7,0,17,45,43
"Minnesota",2022,4,5259.15,3.720915557815409,97,70,27,30,41,26,11,23,26,37,67,19,0,11,6,36,32,7,16,0,1,27,17,19,22,11,0,15,48,34
"Minnesota",2022,5,5679.31,3.7542955749019766,107,71,36,34,39,34,17,32,23,35,67,21,0,19,1,40,35,8,23,0,3,22,15,22,27,18,0,12,57,38
"Minnesota",2022,6,5600.5,3.748226801568246,97,76,21,29,33,35,17,26,23,31,65,14,0,18,5,40,34,4,14,0,4,28,24,11,25,5,0,12,42,43
"Minnesota",2022,7,6620.68,3.820902597458012,91,64,27,26,37,28,16,22,26,27,63,17,0,11,3,31,36,8,13,0,4,25,13,18,22,9,0,12,48,31
"Minnesota",2022,8,5057.19,3.703909270500543,115,80,35,33,44,38,19,33,20,43,78,17,0,20,8,41,44,7,15,0,5,31,13,23,35,8,0,15,48,52
"Minnesota",2022,9,5180.5199999999995,3.714373354686564,102,77,25,26,37,39,21,23,21,37,68,13,0,21,3,46,32,5,16,0,5,22,13,26,29,7,0,13,47,42
"Minnesota",2022,10,8044.73,3.90551147273861,115,84,31,39,40,36,14,33,29,39,66,29,0,20,4,55,26,10,20,0,2,30,21,26,22,14,0,20,53,42
"Minnesota",2022,11,8206.09,3.9141362757662863,124,87,37,38,43,43,25,35,30,34,79,24,0,21,3,48,41,7,25,0,6,35,23,18,27,15,0,15,56,53
"Minnesota",2022,12,5628.59,3.7503996147602896,95,64,31,36,19,40,20,30,25,20,64,9,0,22,4,39,31,1,20,0,3,27,16,19,19,11,0,7,48,40
"Mississippi",2018,1,1311.21,3.117672252740797,27,22,5,13,9,5,1,6,5,15,21,6,0,0,0,5,12,10,0,0,1,10,3,2,11,0,0,7,12,8
"Mississippi",2018,2,2244.14,3.3510499467601016,36,30,6,15,12,9,0,9,8,19,25,11,0,0,0,9,17,10,0,0,0,16,3,3,14,0,0,10,16,10
"Mississippi",2018,3,1632.55,3.2128664912589424,30,21,9,14,11,5,0,8,5,17,22,8,0,0,0,5,13,12,0,0,0,11,4,5,10,0,0,9,14,7
"Mississippi",2018,4,1017.95,3.0077264467066516,30,23,7,16,8,6,0,1,8,21,20,10,0,0,0,6,9,15,0,0,0,9,3,4,14,0,0,5,14,11
"Mississippi",2018,5,1183.57,3.0731939485470807,29,24,5,12,10,7,0,4,5,20,21,8,0,0,0,7,9,13,0,0,0,9,4,1,15,0,0,5,14,10
"Mississippi",2018,6,2194.16,3.3412682935137665,37,31,6,23,11,3,1,9,10,17,32,5,0,0,0,6,17,14,0,0,1,15,3,3,15,0,0,8,15,14
"Mississippi",2018,7,2215.13,3.3453992188777897,46,34,12,33,9,4,2,4,11,29,39,7,0,0,0,6,14,25,0,1,2,12,7,4,21,0,0,6,24,16
"Mississippi",2018,8,1706.6,3.23213174129662,41,32,9,20,15,6,3,8,4,26,29,12,0,0,0,11,10,20,0,0,3,9,3,6,20,0,0,14,20,7
"Mississippi",2018,9,1440.99,3.1586609669625747,24,20,4,14,6,4,3,6,1,14,20,4,0,0,0,9,5,10,0,0,3,4,3,1,13,0,0,6,14,4
"Mississippi",2018,10,2634.06,3.420625663325892,26,22,4,13,9,4,1,12,4,9,21,5,0,0,0,7,14,5,0,0,1,12,2,2,9,0,0,10,12,4
"Mississippi",2018,11,1950.36,3.290114781405247,42,37,5,25,11,6,4,12,8,18,35,7,0,0,0,11,18,12,0,1,4,16,3,1,18,0,0,13,19,10
"Mississippi",2018,12,1958.55,3.2919346631684974,41,30,11,25,9,7,5,6,5,25,31,10,0,0,0,9,14,18,0,0,5,9,8,3,16,0,0,12,23,6
"Mississippi",2019,1,1246.92,3.095838590869827,31,25,6,11,11,9,1,10,0,20,21,10,0,0,0,11,9,11,0,0,1,8,5,1,16,0,0,10,19,2
"Mississippi",2019,2,1696.94,3.2296664869083775,36,34,2,15,11,10,1,7,6,22,25,11,0,0,0,12,12,12,0,0,1,11,1,1,22,0,0,7,18,11
"Mississippi",2019,3,1061.25,3.025817703252009,27,25,2,9,9,9,0,5,4,18,18,9,0,0,0,9,9,9,0,0,0,9,2,0,16,0,0,5,14,8
"Mississippi",2019,4,801.66,2.903990214378648,24,20,4,10,5,9,1,6,5,12,14,10,0,0,0,9,10,3,0,2,1,9,1,1,12,0,0,6,13,5
"Mississippi",2019,5,1828.6100000000001,3.2621210904362217,42,36,6,22,12,8,4,9,9,20,32,10,0,0,0,13,17,12,0,0,4,17,5,1,15,0,0,14,18,10
"Mississippi",2019,6,1452.69,3.1621729469522957,32,26,6,14,12,6,1,9,8,14,22,10,0,0,0,8,14,8,0,2,1,12,1,3,15,0,0,9,13,10
"Mississippi",2019,7,1910.37,3.281117489444691,37,29,8,17,13,7,2,10,5,20,28,9,0,0,0,9,12,13,0,3,2,12,3,2,18,0,0,11,17,9
"Mississippi",2019,8,1857.35,3.2688937501296556,40,33,7,13,20,7,4,10,4,22,31,9,0,0,0,10,13,15,0,2,4,12,3,2,19,0,0,14,12,14
"Mississippi",2019,9,1773.37,3.248799357255673,36,35,1,15,13,8,3,9,11,13,28,8,0,0,0,11,19,5,0,1,3,19,0,0,14,0,0,11,9,16
"Mississippi",2019,10,2635.34,3.4208366539311865,51,43,8,29,16,6,5,13,18,15,42,9,0,0,0,10,31,9,0,1,5,28,4,3,11,0,0,18,13,20
"Mississippi",2019,11,1830.1100000000001,3.2624771940786723,40,34,6,23,10,7,0,5,15,20,32,8,0,0,0,8,18,13,0,1,0,18,5,0,17,0,0,4,16,20
"Mississippi",2019,12,2685.38,3.429005750082498,56,48,8,21,23,12,2,10,14,30,40,16,0,0,0,15,22,18,0,1,2,22,4,3,25,0,0,14,18,24
"Mississippi",2020,1,1507.05,3.1781276613152105,31,25,6,18,7,6,0,3,13,15,23,8,0,0,0,7,15,9,0,0,0,15,5,1,10,0,0,4,12,15
"Mississippi",2020,2,2103.44,3.322930128408849,42,33,9,16,19,7,0,12,9,21,33,9,0,0,0,7,20,14,0,1,0,19,5,3,15,0,0,12,14,16
"Mississippi",2020,3,3654.7599999999998,3.5628588630728446,54,47,7,29,16,9,1,11,21,21,43,11,0,0,0,11,30,12,0,1,1,29,4,2,18,0,0,11,17,26
"Mississippi",2020,4,2664.06,3.4255440017953642,51,44,7,29,13,9,3,13,19,16,41,10,0,0,0,12,30,7,0,2,3,29,4,1,14,0,0,14,16,21
"Mississippi",2020,5,2941.65,3.4685909987412615,46,40,6,22,14,10,2,6,16,22,28,18,0,0,0,16,17,12,0,1,2,17,1,4,22,0,0,11,18,17
"Mississippi",2020,6,4452.46,3.64860002653903,66,55,11,37,19,10,3,15,27,21,44,22,0,0,0,18,35,11,0,2,3,32,3,6,22,0,0,20,24,22
"Mississippi",2020,7,3352.46,3.525363604753939,55,43,12,27,19,9,5,15,14,21,37,18,0,0,0,17,24,12,0,2,5,22,5,5,18,0,0,22,21,12
"Mississippi",2020,8,3196.56,3.504682860631094,42,33,9,16,20,6,3,13,9,17,23,19,0,0,0,15,14,11,0,2,3,12,1,6,20,0,0,19,17,6
"Mississippi",2020,9,2162.76,3.335008328750859,40,35,5,13,16,11,1,14,5,20,23,17,0,0,0,17,12,9,0,2,1,10,0,3,26,0,0,12,22,6
"Mississippi",2020,10,5736.48,3.758645483773685,36,29,7,6,18,12,1,12,1,22,20,16,0,0,0,13,11,10,0,2,1,10,2,3,20,0,0,14,17,5
"Mississippi",2020,11,2138.55,3.330119408658878,30,19,11,9,16,5,1,9,2,18,19,11,0,0,0,6,10,13,0,1,1,7,2,8,12,0,0,12,11,7
"Mississippi",2020,12,2532.91,3.4036197586031105,46,35,11,11,28,7,1,15,3,27,31,15,0,0,0,11,15,20,0,0,1,13,2,9,21,0,0,19,14,13
"Mississippi",2021,1,1863.12,3.270240827875023,47,35,12,19,23,5,1,16,8,22,34,13,0,0,0,11,18,17,0,1,1,16,2,9,19,0,0,17,15,15
"Mississippi",2021,2,1968.56,3.294148656246798,34,24,10,11,16,7,4,5,2,23,21,13,0,0,0,8,9,16,0,1,4,4,2,7,17,0,0,12,12,10
"Mississippi",2021,3,2648.31,3.422968820423779,55,42,13,30,20,5,5,11,15,24,38,17,0,0,0,10,23,19,1,2,5,16,5,9,20,0,0,18,14,23
"Mississippi",2021,4,2267.62,3.355570278734938,62,49,13,36,20,6,7,21,11,23,45,17,0,0,0,16,28,17,1,0,7,17,11,8,19,0,0,24,20,18
"Mississippi",2021,5,2159.52,3.334357230541154,44,32,12,16,18,10,2,11,4,27,25,19,0,0,0,16,11,17,0,0,2,9,4,9,20,0,0,16,19,9
"Mississippi",2021,6,2045.11,3.310716672298482,53,43,10,24,18,11,3,15,6,29,37,16,0,0,0,18,16,18,0,1,3,11,9,4,26,0,0,13,23,17
"Mississippi",2021,7,1699.93,3.2304310382961297,41,26,15,16,21,4,2,15,4,20,26,15,0,0,0,6,16,16,2,1,2,13,5,12,9,0,0,22,9,10
"Mississippi",2021,8,2269.61,3.355951236312316,59,43,16,32,20,7,7,18,9,25,44,15,0,0,0,11,25,18,2,3,7,18,10,8,16,0,0,24,16,19
"Mississippi",2021,9,2256.86,3.3535046192845535,34,27,7,12,17,5,2,7,5,20,23,11,0,0,0,9,10,15,0,0,2,9,2,5,16,0,0,12,11,11
"Mississippi",2021,10,2419.49,3.3837238314647733,58,40,18,24,22,12,0,23,6,29,38,20,0,0,0,16,19,17,2,4,0,17,6,10,25,0,0,19,26,13
"Mississippi",2021,11,3584.25,3.554398293912494,54,39,15,22,23,9,4,14,6,30,30,24,0,0,0,16,11,21,5,1,4,13,2,14,21,0,0,26,15,13
